angle,rsp
95.5,-4.32451
96,-3.86742
96.5,-3.43255
97,-3.02511
97.5,-2.64836
98,-2.30422
98.5,-1.99369
99,-1.71724
99.5,-1.47497
100,-1.26681
100.5,-1.09262
101,-0.95227
101.5,-0.845679
102,-0.77287
102.5,-0.733995
103,-0.729365
103.5,-0.759477
104,-0.825036
104.5,-0.926992
105,-1.06657
105.5,-1.24531
106,-1.46515
106.5,-1.72846
107,-2.03814
107.5,-2.39777
108,-2.81172
108.5,-3.2854
109,-3.82548
109.5,-4.44031
110,-5.14037
110.5,-5.9389
111,-6.85274
111.5,-7.90309
112,-9.11577
112.5,-10.5187
113,-12.1288
113.5,-13.9021
114,-15.585
114.5,-16.4996
115,-15.9818
115.5,-14.4053
116,-12.5578
116.5,-10.8221
117,-9.28983
117.5,-7.956
118,-6.79395
118.5,-5.77653
119,-4.88089
119.5,-4.08876
120,-3.38572
120.5,-2.76039
121,-2.20374
121.5,-1.70853
122,-1.26894
122.5,-0.880246
123,-0.538603
123.5,-0.240882
124,0.0154673
124.5,0.232504
125,0.411877
125.5,0.554876
126,0.662474
126.5,0.735363
127,0.773968
127.5,0.778468
128,0.7488
128.5,0.684663
129,0.585511
129.5,0.450546
130,0.278701
130.5,0.0686214
131,-0.181361
131.5,-0.473257
132,-0.809452
132.5,-1.19273
133,-1.62631
133.5,-2.11379
134,-2.65912
134.5,-3.26633
135,-3.93905
135.5,-4.67949
136,-5.48626
136.5,-6.35043
137,-7.24819
137.5,-8.12936
138,-8.90439
138.5,-9.4438
139,-9.61642
139.5,-9.36557
140,-8.75191
140.5,-7.90779
141,-6.9616
141.5,-6.00131
142,-5.0759
142.5,-4.20846
143,-3.40758
143.5,-2.67443
144,-2.00677
144.5,-1.40095
145,-0.852947
145.5,-0.358865
146,0.0848697
146.5,0.481414
147,0.8335
147.5,1.14345
148,1.41321
148.5,1.64437
149,1.83819
149.5,1.99564
150,2.1174
150.5,2.20388
151,2.25523
151.5,2.2713
152,2.25171
152.5,2.19575
153,2.10242
153.5,1.97034
154,1.79774
154.5,1.58241
155,1.32154
155.5,1.0117
156,0.64862
156.5,0.227016
157,-0.259672
157.5,-0.819642
158,-1.4632
158.5,-2.20339
159,-3.05673
159.5,-4.04393
160,-5.19005
160.5,-6.52165
161,-8.05317
161.5,-9.73702
162,-11.3183
162.5,-12.1363
163,-11.5563
163.5,-9.93659
164,-8.03806
164.5,-6.23935
165,-4.635
165.5,-3.22254
166,-1.97674
166.5,-0.871165
167,0.116704
167.5,1.00503
168,1.80823
168.5,2.53779
169,3.20289
169.5,3.81097
170,4.36809
170.5,4.87923
171,5.34856
171.5,5.77954
172,6.1751
172.5,6.53773
173,6.86954
173.5,7.17235
174,7.44771
174.5,7.69695
175,7.92124
175.5,8.12155
176,8.29874
176.5,8.45353
177,8.58652
177.5,8.69824
178,8.78909
178.5,8.85942
179,8.90948
179.5,8.93944
